added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
IAmMixtapes,Grimez,sponsored,no,Pittsburghs own 23yr old Runt Gang Boss Grimez hailing outta da Duquesne Section formally of Hardcore Ent now Moola Gang/Runt Gang #MgRg is back wit his 3rd Highly Anticipated Trapaholics Hosted Solo Tape Grizz Da Kid starring as $id Da Kid #GDK being he holds da most  records and is proclaimed mvp of da NHL and die heart Penguins fan.,yes,1137,Trap-A-Holics,2541,19,4,4/22/2012,yes,Grizz Da Kid Starring As $id Da Kid,15,34012
Obey2012,Brisco,sponsored,no,In honor of 4/20 Brisco drops his third installment of OG Kush,yes,3588,,5187,15,5,4/22/2012,yes,OG Kush Vol. III,7,31713
IAmMixtapes,Dogg Pound,exclusive,no,"New mixtape from The Dogg Pound ""D.P.G.c'ology""",yes,58366,DJ Nik Bean,62445,200,5,4/20/2012,yes,D.P.G.c'ology,24,285566
flybeats09,Young Breed,exclusive,no,"New mixtape from Young Breed of Triple C's ""The Freestyle Chronicles: My Style Aint Free""",yes,2926,,4132,11,4,4/20/2012,yes,The Freestyle Chronicles: My Style Aint Free,16,35768
coast2coastmixtapes,Jae Millz,sponsored,no,Jae Millz - Property Of Potentness EP DOWNLOAD ALL COAST 2 COAST MIXTAPES FOR FREE AT WWW.COAST2COASTMIXTAPES.COM - ARTISTS: SUBMIT SONGS TO COAST 2 COAST AT WWW.COAST2COASTSUBMISSIONS.COM,yes,18935,Coast 2 Coast Mixtape Promotion,25969,73,4,4/20/2012,yes,Property Of Potentness EP,8,121230
IAmMixtapes,Various Artists,exclusive,no,Follow the illest Smokers out @Treejtv @clockworkdj,yes,37406,Treejay & DJ Clockwork,58747,102,4,4/20/2012,yes,The Grow Op: Official 4/20 Mixtape,15,330418
IAmMixtapes,DJ Paul,sponsored,no,"New mixtape from 3 6 Mafia's DJ Paul ""I Have Sinned"" hosted by DJ Scream & DJ Black",yes,25019,DJ Scream & DJ Black,33761,152,5,4/19/2012,yes,For I Have Sinned,22,162752
IAmMixtapes,Fiend & Cookin Soul,exclusive,no,"Cookin Soul & Jet Life Recordings present 
Fiend aka International Jones ""IRON CHEF"" mixtape
featuring Curren$y, Daz & Kurupt, Trademark da Skydiver and more...
all tracks produced, mixed & mastered by Cookin Soul
www.CookinSoul.com
www.SleepyBearTees.com
@CookinSoul
@Fiend4daMoney",yes,35899,,43041,150,5,4/19/2012,yes,Iron Chef,9,244914
streetkingpin,Juvenile,sponsored,no,"ALLHIPHOP.COM, THE CORE DJS, TEAM BIGGA RANKIN & DRAE JACKSON PRESENT JUVENILE - NINO THE MAGNIFICENT"" EP HOSTED BY BIGGA RANKIN",yes,9420,Bigga Rankin,18547,46,4,4/19/2012,yes,Nino The Magnificent,8,95060
IAmMixtapes,Kevin Cossom,exclusive,no,"New mixtape from Kevin Cossom ""Hook vs. Bridge 2""",yes,235874,,73868,174,5,4/18/2012,yes,Hook Vs. Bridge 2,10,388238
Da_ChiiNk,Kevin Gates,sponsored,no,"New mixtape from Kevin Gates ""Make Em Believe"" hosted by DJ Ya Boy Earl. Follow him @Kevin_Gates",yes,355211,DJ Ya Boy Earl,515257,1103,5,4/17/2012,yes,Make Em Believe,19,1575674
IAmMixtapes,G.U.N.S. (Goons United By The New School),exclusive,no,"New mixtape from the Goons United by the New School ""Overtime"" Hosted by DJ Screm & DJ Smallz and Presented by Deepside Ent.  ""Overtime"" features all sport reference themed records from G.U.N.S.",yes,5162,DJ Scream & DJ Smallz,9945,45,4,4/17/2012,yes,Overtime,12,96869
breedon630,"Cam'ron, Vado & U.N.",sponsored,no,"#UNLostFiles / #UN 
 - http://www.twitter.com/MR_CAMRON 
 - http://www.twitter.com/Vado_MH
 - http://www.twitter.com/BKRek
 - http://www.twitter.com/RodRhaspy 

#UNLostFiles - U get it here 1st.

THIS IS OFFICIAL - uploaded by Breedon",yes,11459,,19722,39,5,4/17/2012,yes,#UNlostfiles - The U.N.,25,98834
flybeats09,Drag-On & KNS Tha Engineer,exclusive,no,New mixtape from Drag-On x KNS Tha Engineer hosted by DJ Far,yes,13582,DJ Far,4190,25,5,4/17/2012,yes,Fire And Clouds,13,76266
flybeats09,Beanie Sigel,sponsored,no,New mixtape from Beanie Sigel hosted by DJ Damage,yes,56923,DJ Damage,67126,226,5,4/16/2012,yes,Broad Street Empire Vol 1: Lost Files,17,286713
flybeats09,JD Era,exclusive,no,"New mixtape from JD Era ""No Handouts"" Follow on twitter: www.twitter.com/jdera",yes,14603,,16547,91,5,4/16/2012,yes,No Handouts,13,120932
IAmMixtapes,Gerald Walker,exclusive,no,"The new official mixtape from Milwaukee, Wisconsin artist Gerald Walker ""Believers Never Die.""   Follow @Gerald_Walker. #BelieversNeverDie",yes,17455,,17323,67,5,4/16/2012,yes,Believers Never Die,17,128708
uknwwhoiam,MoneyBagg Yo,none,no,MORE THAN JUST A MIXTAPE ITS STREE ALBUM!!,yes,10876,,33250,141,4,4/16/2012,yes,From Da Block 2 Da Booth,15,118755
contrabandking,Chance The Rapper,none,no,Debut mixtape from Chicago's Chance The Rapper.  Originally conceived while on a 10 Day suspension from Jones College Prep Chance The Rapper delivers one of the most anticipated and well rounded independent mixtapes in recent memory. Features production from Chuck Inglish and the Blended Babies.,yes,581703,,964706,5321,5,4/15/2012,yes,10 Day,14,2686145
IAmMixtapes,Akon,sponsored,no,"New mixtape from Akon hosted by DJ Noodles ""The Koncrete Mixtape""",yes,87786,DJ Noodles,108187,221,5,4/14/2012,yes,The Koncrete Mixtape,15,369362
flybeats09,Reed Dollaz,exclusive,no,New mixtape from Reed Dollaz hosted by DJ No Phrillz & DJ Benja Styles,yes,6173,,13951,27,4,4/14/2012,yes,#GoinRAMBO,10,66986
IAmMixtapes,French Montana & Coke Boys,exclusive,no,"New mixtape from French Montana & The Coke Boys ""Coke Boys 3""

NO DJ version available now on iTunes:

http://itunes.apple.com/us/album/id519323897",yes,891583,Evil Empire,784587,1278,5,4/13/2012,yes,Coke Boys 3,18,3492826
IAmMixtapes,Termanology,exclusive,no,"New mixtape from Termanology ""50 Bodies Pt 4"" Hosted by Statik Selektah, D-Stroy & DJ Deadeye",yes,13717,"Statik Selektah, D-Stroy & Dj Deadeye",19724,71,5,4/13/2012,yes,50 Bodies Pt. 4,52,101357
IAmMixtapes,Jon Connor,exclusive,no,New LP from Jon Connor executive produced and hosted by Don Cannon,yes,57245,Don Cannon,63043,318,5,4/13/2012,yes,The People's Rapper LP,18,256448
IAmMixtapes,Verse Simmonds,exclusive,no,"New mixtape from Verse Simmonds ""Sex Love & Hip Hop"" Hosted by DJ Drama. Follow on twitter @VerseSimmonds @DJDrama @DatPiffmixtapes",yes,71525,DJ Drama,99421,217,5,4/12/2012,yes,Sex Love & Hip Hop,12,406760
flybeats09,Ice Burgandy,sponsored,no,New mixtape from BSM artist Ice Burgandy hosted by Trap-A-Holics,yes,8287,Trap-A-Holics,11240,41,5,4/12/2012,yes,Progress Involves Risk Unfortunately,20,53386
flybeats09,Mistah F.A.B.,sponsored,no,"The fifth installment to Mistah F.A.B.'s ""Realest Shit I Never Wrote"" series",yes,1271,DJ Rah2k,1574,9,4,4/12/2012,yes,Realest Shit I Never Wrote 5,17,14047
IAmMixtapes,Sean Brown,exclusive,no,New mixtape from Tha Alumni Music Group's SEAN BROWN,yes,5159,Tha Alumni Music Group,6759,42,4,4/11/2012,yes,Chapter 86: The Blind Art Collector,12,56564
flybeats09,Memphis Bleek,sponsored,no,"New mixtape from Memphis Bleek ""The Movement""",yes,126396,,50075,103,4,4/10/2012,yes,The Movement,13,335332
flybeats09,Lore'l,exclusive,no,,yes,10463,DJ ill Will,17498,81,4,4/10/2012,yes,Leading Lady,16,91655
IAmMixtapes,Casey Veggies,exclusive,no,"New mixtape from Casey Veggies ""Customized Greatly 3""",yes,134606,,107781,303,5,4/9/2012,yes,Customized Greatly 3,17,457529
SAS_EuroGang,S.A.S (Streets All Salute),sponsored,no,"Runway Boiz Intl & OnSMASH presents S.A.S-Narnia EP: The Grind, The Trips, And The Wardrobe. Featuring EuroGang,French Montana and Chip.",yes,3355,Cipha Sounds,3677,19,4,4/9/2012,yes,"Narnia EP: The Grind, The Trips, And The Wardrobe",13,29636
Obey2012,Various Artists,sponsored,no,"New Mixtape  from XXL 2012 Freshman Class Hosted By DJ Whoo Kid, T.I. & Diddy",yes,32425,"DJ Whoo Kid, Diddy & T.I.",55010,121,3,4/9/2012,yes,XXL 2012's Freshman Class: The Mixtape,23,305235
LilBtheBasedGod,"Lil B ""The BasedGod""",exclusive,no,"DOWNLOAD THIS SUPER RARE COLLECTORS MIXTAPE! THIS IS HISTORY RIGHT BEFORE LIL B'S FIRST COLLEGE LECTURE EVER AT NEW YORK UNIVERSITY ! AND IT SOLD OUT 10 MIN! SHOUTS OUT TO NYU STUDENTS 2012 MADE HISTORY - Lil B

http://www.facebook.com/LILBTHEBASEDGOD",yes,42701,The BasedGod,62251,344,4,4/9/2012,yes,The Basedprint 2,20,255306
djrocksteddy,Young Dolph,sponsored,no,,yes,48940,"Dj Teknikz, Dj Rocksteddy",66873,201,4,4/8/2012,yes,A Time 2 Kill,23,229322
Da_ChiiNk,N.O.R.E.,sponsored,no,"New mixtape from N.O.R.E. ""Crack On Steroids"" hosted by DJ Green Lantern",yes,18295,DJ Green Lantern,16827,72,4,4/8/2012,yes,Crack On Steroids,25,104670
BillyOceanz,Fat Trel,sponsored,no,"***THE OFFICIAL VERSION FOR DATPIFF OF NIGHTMARE ON E ST A MIX TAPE BY FAT TREL.***
S/O to Kane, Boss Major, Lex Luger, Khan, Lil Lody, Bigg Moon, Rio, Cut The Check, Big K.R.I.T, Harry Fraud,Bass Hedz, Furher and The Good Bully for the incredible productions they provided. Raheem Devaughn , Tabi Bonney, Rich Hil, Kirko Bangz, Chris Bo, Slutty Boyz, Meatchi,Dew Baby, P Wild, Oochie, Boosa Da Shoota, David Correy and Red Cafe Came thru to add their greatness to bless the project with features.",yes,59522,,62218,136,5,4/8/2012,yes,Nightmare On E St.,21,248528
iamdougie21,Sir Michael Rocks,sponsored,no,"When Sir Michael Rocks was cooking up Premier Politics last summer, he went above and beyond by creating more songs than originally planned for the mixtape. Today however, the rest of those equally tight records get released in the form of Premier Politics 1.5. Features and production from Cardo, Tye Hill, Brandun DeShay, Cookinâ€™ Soul, Like, Tris J, Shorty K, Chuck Inglish and more. Check out the tape below and be sure to catch Mikey and Chuck on tour with Mac Miller right now! More new music is on the way.#ToothPickClique #JetSet @Sirmichaelrocks @ToothPickClique",yes,43796,ToothPickClique,41475,127,5,4/6/2012,yes,Premier Politics 1.5,13,195256
IAmMixtapes,Game,sponsored,no,"New mixtape from Game hosted by DJ Skee ""California Republic""",yes,344385,DJ Skee,290876,584,5,4/5/2012,yes,California Republic,24,988766
StreetsOnSwoll,Smoove (Cali Swag District),sponsored,no,"Smoove, 1/3 of the group Cali Swag District, steps out on his own to display his talents as a emcee on this Dj Ill Will assisted mixtape & features his Cali Swag Brothers.",yes,2947,Ill Will,3648,8,4,4/5/2012,yes,D&G Lifestyle,24,25421
IAmMixtapes,Smoke DZA,sponsored,no,"New freEP from Smoke DZA ""Cuz I Feel Like It""",yes,84420,,94267,254,5,4/4/2012,yes,Cuz I Felt Like It EP,8,378151
Obey2012,The KickDrums,sponsored,no,"The KickDrums release there 2nd mixtape with features form MGK, Casey Veggies, YP & more",yes,3356,,3906,23,5,4/4/2012,yes,Follow The Leaders,13,29278
DjVictoriouz,Lil Durk,sponsored,no,1st Mixtape ima hitta went crazy now we finna flood da streets wit dis #ImStillAHitta mixtape ft da smash single Ls Anthem get in tune stupid!!!!!!!!! #3hunna #OTF @lildurk_,yes,73373,DJ Victoriouz DJ Sean Mack,100583,247,5,4/3/2012,yes,#ImStillAHitta,14,411902
UrWelcome,Rolls Royce Rizzy,sponsored,no,"Lil Scrappy's & Grustle Gang Artist Rolls Royce Rizzy drops his highly anticipated mixtape Y'all Sleep Hosted by DJ Love Dinero, DJ Hood & DJ TeeTheBarber. Follow @RollsRoyceRizzy",yes,4040,"DJ Love Dinero, DJ Hood, DJ TeeTheBarber",7197,43,4,4/3/2012,yes,Lil Scrappy Presents Y'all Sleep,16,60424
bigyu1,OG Boo Dirty,sponsored,no,"Rising Tennessee rapper OG Boo Dirty is showing audiences and critics that there is more to southern hip-hop outside of Atlanta. The South Memphis native has garnered a groundswell of support with the release of his latest mixtape, Born a Soldier Die a Vet.",yes,7103,Empire Mixtapes,10797,32,5,4/3/2012,yes,"Born A Soldier, Die A Vet",20,48062
IAmMixtapes,Killa J,exclusive,no,"New mixtape from Killa J ""A1: Artist of a New Era""",yes,5559,DJ Ill Will & Dj Rockstar,13397,69,5,4/3/2012,yes,A1: Artist Of A New Era,18,82300
360ismusic,360,sponsored,no,"After much anticipation, the release of 360's full-length debut, ""Everywhere And Back"" is finally here! This free album features 10 cuts from 360 with production by platinum producer J.Cole, Kuddie Fresh & Dark NYte. Heralded as PrefixMag's Next Big Artist, Everywhere And Back chronicles the first hand experiences of the Queens, New York native. 

Twitter - @360isMusic
Facebook - http://facebook.com/360isMusic
YouTube - http://youtube.com/360isMusic",yes,2414,,3041,30,5,4/3/2012,yes,Everywhere And Back,10,26373
flybeats09,Ras Kass & Doc Hollywood,sponsored,no,New free EP from Ras Kass x Doc Hollywood,yes,3966,,3599,30,5,4/3/2012,yes,Spit No Evil,14,32489
IAmMixtapes,Dorrough Music,exclusive,no,"New mixtape from Dorrough Music ""Highlights"" Presented by Dj Ill Will",yes,29322,DJ Ill Will,31933,94,4,4/2/2012,yes,Highlights,19,240549
flybeats09,New Boyz,sponsored,no,"New mixtape from the New Boyz ""Foolie Tape""",yes,22067,,23621,69,4,4/2/2012,yes,Foolie Tape,10,103058
flybeats09,Young Roddy,sponsored,no,"New mixtape from Young Roddy ""Good Sense""",yes,102264,,106151,449,5,4/1/2012,yes,Good Sense,13,392679
DJPlugg,Rich Homie Quan,sponsored,no,,yes,28610,"DJ Kutt Throat, DJ Plugg, DJ JayT",46948,115,5,4/1/2012,yes,I Go In On Every Song,20,183263
Dontrip,Starlito,sponsored,no,"Graduating High School Seniors:

To apply for the GRIND HARD Scholarship, send a typed essay (250 word minimum) about your dreams/long-term goals along with your High School Transcript to:

GRIND HARD
Attn: Scholarship Committee 
PO Box 281224
Nashville, TN 37228",yes,83616,,94992,235,5,4/1/2012,yes,Mental Warfare,17,342705
AceHoodWTB,Ace Hood,exclusive,no,"New mixtape from 'We The Best's' ACE HOOD ""The Starvation.  Follow on twitter @AceHood",yes,546482,,528511,1243,5,3/30/2012,yes,Starvation,15,1838866
Obey2012,Bizarre,sponsored,no,Bizarre best known for his weird lyrics on D12 has released a Free album for his fan to promote the Weirdo Movement since his leaving of D12. Also if you want Bizarre on your song(s) just email him for a price bizarrebooking@gmail.com,yes,8353,,6295,57,4,3/30/2012,yes,This Guys A Weirdo,19,50223
LilBtheBasedGod,"Lil B ""The BasedGod""",sponsored,no,"LOVE TO EVERYONE!!! THIS FEATS CLASSICS SUCH AS ""IMA EAT HER A$$"" "" HO STOP PLAYIN"" ""IM GUDDA AND IM THUGGIN"" ""CNBFTBGB""

LETS STAY POSITIVE AND SPREAD THIS HISTORY! WE WANT MORE LIL B! 

PROTECT BASEDWORLD
http://www.facebook.com/LILBTHEBASEDGOD",yes,46004,Bitch Mob,46212,275,4,3/30/2012,yes,#1 Bitch,28,215652
flybeats09,Stalley,sponsored,no,"New mixtape from MMG artist Stalley ""Savage Journey To The American Dream""",yes,171662,,127594,367,5,3/30/2012,yes,Savage Journey To The American Dream,14,513636
flybeats09,Jahlil Beats,exclusive,no,Presented by Liven Legendz & DatPiff.com,yes,24939,DJ Woogie,61563,63,5,3/29/2012,yes,Legend Season.,48,219764
flybeats09,Tay Dizm,exclusive,no,New mixtape from Tay Dizm presented by Nappy Boy,yes,5754,,13549,34,5,3/29/2012,yes,ART,19,69602
flybeats09,Bei Maejor,sponsored,no,"New mixtape from R&B artist Bei Maejor ""Upscale.""",yes,44562,,44394,124,5,3/29/2012,yes,Upscale.,16,190657
flybeats09,Short Dawg,exclusive,no,"New mixtape from Short Dawg ""March Madness""",yes,24046,YMCMB,36030,102,5,3/28/2012,yes,March Madness,11,155705
flybeats09,Miguel,sponsored,no,"Volume 2 of Miguel's ""Art Dealer Chic EP"" series",yes,95224,,71530,156,4,3/27/2012,yes,Art Dealer Chic Vol 2 EP,3,398392
flybeats09,Haze (Eurogang),sponsored,no,"New mixtape from Haze (of Eurogang) ""Loyalty.â€‹Honorâ€‹.â€‹Respect.""",yes,2622,,3479,25,4,3/27/2012,yes,Loyalty.Honor.Respect.,21,23500
flybeats09,Young A$e,exclusive,no,New mixtape from Young A$e presented by Skeme Team,yes,1854,DJ Diggz,3186,24,4,3/27/2012,yes,Sour And A Snapple,19,45272
flybeats09,Warren G,sponsored,no,"New mixtape from Warren G hosted by DJ Profluent, Klassik CEO & DJ Ace",yes,12679,"DJ Profluent, Klassik CEO & DJ Ace",17218,71,4,3/27/2012,yes,No One Could Do It Better,19,74655
hiphopleague,Slum Village,sponsored,no,"Hosted by Mick Boogie and featuring the likes of Rapper Big Pooh, Phonte, De La Soul and more, SV makes their return to music in mixtape form.",yes,24537,Mick Boogie,21692,102,5,3/27/2012,yes,The Dirty Slums,20,107455
IAmMixtapes,Audio Push,sponsored,no,"New mixtape from Audio Push ""Truth Be Told"" Presented by DJ Ill Will",yes,24407,,24113,82,4,3/27/2012,yes,Truth Be Told,19,129978
Da_ChiiNk,Trouble,sponsored,no,"New mixtape from Duct Tape Ent. artist Trouble hosted by Bigga Rankin, DJ Teknikz & DJ Frank White. Follow him @TroubleDTE",yes,31191,"Bigga Rankin, DJ Teknikz & DJ Frank White",39943,134,4,3/27/2012,yes,431 Days,17,165910
IAmMixtapes,YG Feat. DJ Mustard,exclusive,no,"New mixtape from YG & DJ Mustard ""4 Hunnid Degreez"" Hosted by DJ Drama & DJ Ill Will",yes,398388,DJ Ill Will & DJ Drama,403610,674,5,3/26/2012,yes,4 Hunnid Degreez,22,1350186
flybeats09,Yung Berg & Mia Rey,sponsored,no,"New mixtape from Yung Berg & Mia Rey ""Mikkey & Mallory""",yes,2919,,5085,15,4,3/26/2012,yes,Mikkey & Mallory,13,30627
flybeats09,Mickey Factz,exclusive,no,"Mickey Mause is a pseudo character created by RCA artist Mickey Factz who is thrown into the 1980â€™s as a graffiti writer who was among the stars of that decade: Keith Haring, Jean-Michel Basquiat, Kenny Scharf, Fab Five Freddy, then mentor Andy Warhol, etc.",yes,26683,,25057,140,5,3/26/2012,yes,Mickey MauSe,18,160131
IAmMixtapes,Mike Knox,exclusive,no,"New mixtape from Mike Knox ""Boston George Pt 2"" Hosted by DJ Kay Slay & 50 Cent",yes,8257,DJ Kay Slay & 50 Cent,21122,58,4,3/24/2012,yes,Boston George Pt 2,14,122476
IAmMixtapes,J-Hood,exclusive,no,"New mixtape from J-Hood ""The Book of Joshua 2"" Presented by ODG Ent.  Follow @ODG_Don",yes,10266,ODG Ent.,12569,58,5,3/24/2012,yes,The Book Of Joshua 2,12,82379
ItsMacMiller,Mac Miller,sponsored,no,New official mixtape from Mac Miller.  Presented by Most Dope & Rostrum Records.  Follow @MacMiller,yes,1417700,,1639315,4662,5,3/23/2012,yes,Macadelic,16,4536881
souljaboytellem,Soulja Boy,exclusive,no,"The highly anticipated free album ""OBEY"" from Soulja Boy follow him on twitter @souljaboy the SODMG ceo creator founder & leader
http://www.twitter.com/souljaboy",yes,81396,SODMG,127934,499,4,3/23/2012,yes,Obey,12,449700
Djgrady21,John Boy,sponsored,no,SODMG Presents @JohnBoy - #GEEsH The Mixtape Hosted By @DjGrady x @TheDjIceberg,yes,4646,"DJ Iceberg, DJ Grady",4193,24,5,3/22/2012,yes,GEEsH,20,70367
4_ever_young,Zeds Dead & Omar LinX,sponsored,no,"Zeds Dead and Omar LinX present: Victor - seven genre-bending tracks on Mad Decent's Jeffree's label. Fusing nostalgic 90s sample-based hip hop with futuristic bass and cinematic soundscapes, The Victor Mixtape is both a step forward and a throwback to the past.",yes,47698,,27299,126,5,3/21/2012,yes,Victor,7,149072
flybeats09,Mann,sponsored,no,"New mixtape from Mann ""The Re-Introduction""",yes,3477,,3802,15,4,3/20/2012,yes,The Re-Introduction,10,27337
sabatica,Stalley,sponsored,no,Stalley - Goin' Ape Before he was signed,yes,6827,Terry Urban,8434,42,5,3/20/2012,yes,Goin' Ape,26,45960
flybeats09,T-Lanez,sponsored,no,New mixtape from T-Lanez aka Tory Lanez,yes,11927,,13766,45,5,3/19/2012,yes,Ignant Shit,9,99242
DJ_Skinny_Fatz,Aasim,exclusive,no,Brand new official mixtape release from Aasim. Your boy DJ Skinny Fatz is blessing you all with the exclusive early release. Your welcome! hit me up: djskinnyfatz@me.com,yes,3921,,7401,25,5,3/18/2012,yes,Live At The Tunnel: The Ski Mask Way,10,36701
DjHustlenomics,Tink,sponsored,no,Tink Drops Her FIRST Solo Mixtape With The Infamous DJ Hustlenomics.,yes,39073,DJ Hustlenomics,69797,284,5,3/14/2012,yes,Winter's Diary,16,250738
officialwiz,Wiz Khalifa,exclusive,no,"The highly anticipated new project from Wiz Khalifa ""Taylor Allderdice."" Presented by Taylor Gang and Rostrum Records. Interviewed by Rob Markman of MTV. Follow @realWizKhalifa",yes,2535121,,3566977,7059,5,3/13/2012,yes,Taylor Allderdice,17,9996013
IAmMixtapes,Guyana,exclusive,no,"New mixtape from Guyana ""Smokin The Competion"" Hosted by DJ Drama and presented by BMajor",yes,14215,DJ Drama,22909,116,5,3/13/2012,yes,Smokin The Competition,23,136198
flybeats09,Chief Keef,exclusive,no,New mixtape from Chief Keef hosted by DJ Victoriouz & DJ Moondawg,yes,849647,DJ Victoriouz & DJ Moondawg,1005895,1855,5,3/12/2012,yes,Back From The Dead,12,3212432
flybeats09,Obie Trice,sponsored,no,New mixtape from Obie Trice hosted by DJ Whoo Kid,yes,33745,DJ Whoo Kid,42065,154,5,3/12/2012,yes,Watch The Chrome,17,170933
flybeats09,Teyana Taylor,sponsored,no,"New mixtape from Teyana Taylor ""The Misunderstanding Of Teyana Taylor""",yes,81895,,72970,264,5,3/12/2012,yes,The Misunderstanding Of Teyana Taylor,15,339697
flybeats09,Wooh Da Kid,sponsored,no,New mixtape from Wooh Da Kid hosted by Trap-A-Holics,yes,42391,Trap-A-Holics,53710,123,5,3/11/2012,yes,Strap-A-Holics 2.0: Reloaded,20,185885
flybeats09,Frenchie,sponsored,no,New mixtape from Frenchie hosted by Trap-A-Holics & DJ Love Dinero,yes,14456,Trap-A-Holics & DJ Love Dinero,13638,70,4,3/11/2012,yes,French-Elo Anthony,20,70853
flybeats09,Gunplay,exclusive,no,"The prequel to the ""Bogota"" mixtape from Gunplay x DJ Holiday",yes,274386,DJ Holiday,122011,258,5,3/9/2012,yes,Bogota Rich,13,735730
UCMEDerrty,MURPHY LEE,sponsored,no,"MURPHY LEE PRESENTS MR. WINTERTIME ""IM COLD"" HOSTED BY DJ SIR THURL",yes,1420,DJ SIR THURL,2216,15,4,3/9/2012,yes,"Murphy Lee Presents Mr. Wintertime ""im Cold""",19,18131
Da_ChiiNk,YC,sponsored,no,"New mixtape from YC hosted DJ Scream, DJ Spinz & DJ Nando. Follow him @1yungchris",yes,9218,"DJ Scream, DJ Spinz & DJ Nando",14360,46,4,3/9/2012,yes,Back From Vacation,17,61828
flybeats09,Reed Dollaz,exclusive,no,"The Underground king Reed Dollaz returns with his 3rd mixtape of the year releasing ""Reedadelphia 2.0""
Follow @RealReedDollaz and @NeverOffCenter Download #RamboReed #Reedadelphia #Reedadelphia1.5 exclusively on DatPiff.com",yes,12157,,23746,80,5,3/9/2012,yes,Reedadelphia 2.0,10,113415
flybeats09,Rittz,sponsored,no,New mixtape from Rittz hosted by DJ Burn One,yes,71878,DJ Burn One,76876,505,5,3/8/2012,yes,White Jesus: Revival,17,302943
nateg3,Marcus Manchild,sponsored,no,Space Jams 2! Free Your Mind Music Comin' Soon!!,yes,8448,,7871,25,5,3/8/2012,yes,Space Jams 2,12,60040
flybeats09,Gillie Da Kid,exclusive,no,"New mixtape from Gillie Da Kid hosted by DJ Drama. 
Follow on twitter @Gillie_Da_Kid @DJDrama @DatPiffMixtapes",yes,43260,DJ Drama,66304,202,5,3/8/2012,yes,King Of Philly: Gangsta Grillz,17,271177
flybeats09,Paul Wall,exclusive,no,"New mixtape from Paul Wall ""No Sleep Til Houston"" Hosted by DJ Drama.  Follow on twitter @paulwallbaby @DjDrama",yes,125436,DJ Drama,151285,456,5,3/7/2012,yes,No Sleep Til Houston,16,539788
flybeats09,Problem,sponsored,no,"New mixtape from Problem ""Welcome To Mollywood""",yes,69042,,50333,146,5,3/6/2012,yes,Welcome To Mollywood,19,248651
flybeats09,Ground Up,exclusive,no,New mixtape from Ground Up hosted by DJ Damage,yes,26720,DJ Damage,25989,97,5,3/6/2012,yes,The Get Up (Hosted by DJ Damage),16,154563
AloxNJ,Chingy,exclusive,no,New mixtape from Chingy hosted by DJ Noize,yes,25305,DJ Noize,48904,176,4,3/6/2012,yes,Jackpot Back,18,250037
AloxNJ,Big K.R.I.T.,sponsored,no,"New mixtape from Big KRIT ""4 Eva N A Day""",yes,381656,Cinematic Music Group,364585,1487,5,3/5/2012,yes,4eva N A Day,17,1267738
AloxNJ,Taydon,exclusive,no,New mixtape from Taydon - M.A.F.I.A.,yes,4738,,9232,45,4,3/5/2012,yes,M.A.F.I.A.,14,115010
flybeats09,Roscoe Dash & Hoven X,sponsored,no,"New mixtape from Roscoe Dash & Hoven X ""Cleaning Out My Closet""",yes,18369,,27444,53,5,3/5/2012,yes,Cleaning Out My Closet,29,108439
Da_ChiiNk,8Ball,sponsored,no,"8Ball drops his first solo mixtape ""Premro"" hosted by Drumma Boy. Follow him @DAREAL_8ball",yes,62884,Drum Squad,62135,295,5,3/3/2012,yes,Premro,15,230803
DJFLIZZYFLAME,Iggy Azalea,sponsored,no,Executive Produced By Chordz 3d For D.R.U.G.S. Co-Executive Produced By @IggyAzalea and Stix cover art by R E E mix tape brought to @datpiff by @DJFLIZZYFLAME. ENJOY her first official mixtape,yes,18298,,17007,117,5,3/2/2012,yes,Ignorant Art,9,128237
flybeats09,Gorilla Zoe,sponsored,no,"New mixtape from Gorilla Zoe hosted by Trap-A-Holics, DJ Smallz & DJ Nando",yes,61753,"Trap-A-Holics, DJ Smallz & DJ Nando",77579,193,5,3/1/2012,yes,Gorilla Zoe World,21,269491
IAmMixtapes,Ja-Bar,exclusive,no,"New mixtape from Ja-Bar ""TOKE Vol 2""",yes,5632,SODMG,10802,50,4,3/1/2012,yes,TOKE Vol 2,12,418067
IAmMixtapes,Precious Paris,exclusive,no,"New Mixtape from G-Unit 2.0 artist Precious Paris who was featured on 50's ""The Big 10"" mixtape. Follow @PreciousParis",yes,33458,DJ Whoo Kid,51205,169,5,2/29/2012,yes,From Paris With Love,11,387980
IAmMixtapes,Jakk Frost,sponsored,no,"New mixtape from Jakk Frost ""Charles Barkley"" Hosted by DJ Benja Styles",yes,2638,Benja Styles,5136,17,4,2/29/2012,yes,Charles Barkley,14,25266
IAmMixtapes,Curren$y & Styles P,exclusive,no,New 5 track EP from Spitta & Styles P #The1st28. Produced by Mostabeatz.  Follow on twitter @Currensy_Spitta @therealstylesp @monstabeatz,yes,606699,,357645,956,5,2/28/2012,yes,#The1st28,5,1663794
flybeats09,Shawnna & Various Artists,exclusive,no,"Shawnna and Big Mike Present ""M.O.E. Compilation Vol 1"" hosted by DJ Dirty Money",yes,3676,DJ Dirty Money,6689,26,4,2/28/2012,yes,M.O.E. Compilation Vol 1,34,48226
